"응답자특성별(1)","응답자특성별(2)",성별(1),2010,2010,2010,2011,2011,2011,2012,2012,2012,2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021
"응답자특성별(1)","응답자특성별(2)",성별(1),분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차,분석대상자수 (명),음주율 (%),표준오차
"지역별","세종",전체,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,935,17.3,2.0,1012,12.5,1.0,932,15.7,1.9,944,13.1,1.6,956,13.9,1.3,900,11.2,1.2,802,8.8,1.6
"지역별","세종",남학생,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,495,23.0,2.7,518,14.4,1.6,428,18.2,3.2,482,15.0,2.2,502,15.8,1.8,475,13.6,2.4,342,10.9,2.3
"지역별","세종",여학생,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,440,11.5,1.6,494,10.6,1.7,504,13.2,1.9,462,11.2,1.8,454,12.1,1.8,425,8.8,1.1,460,6.8,1.8
"지역별","경기",전체,9044,21.3,0.8,14427,21.4,0.7,15658,20.3,0.6,15319,17.0,0.6,15158,16.7,0.5,14352,17.3,0.6,13990,15.5,0.6,13465,16.7,0.5,12798,17.7,0.6,12360,15.5,0.6,12236,9.9,0.4,11946,10.4,0.5
"지역별","경기",남학생,4825,23.8,0.9,7226,23.7,0.7,7677,24.0,0.8,7463,20.2,0.8,7312,20.4,0.8,7232,20.4,0.8,7076,17.7,0.8,6854,18.0,0.7,6364,19.1,0.7,6254,16.7,0.7,6297,10.8,0.5,6087,11.9,0.6
"지역별","경기",여학생,4219,18.6,1.1,7201,18.8,0.7,7981,16.4,0.8,7856,13.5,0.6,7846,12.7,0.6,7120,14.0,0.8,6914,13.2,0.7,6611,15.4,0.8,6434,16.1,0.8,6106,14.3,0.7,5939,8.9,0.5,5859,8.9,0.5
"지역별","강원",전체,3447,25.4,1.6,2722,23.3,1.8,2486,23.7,2.3,2457,17.8,2.5,2669,14.4,1.6,2449,16.2,1.4,2224,16.9,1.8,2219,16.9,1.9,2262,19.8,2.2,2056,16.5,1.7,2054,14.0,1.7,1998,15.0,1.2
"지역별","강원",남학생,1771,29.1,2.2,1360,24.6,2.2,1235,23.6,1.9,1185,21.2,2.8,1463,19.3,2.0,1266,19.6,2.6,1227,20.1,2.9,1219,20.0,2.8,1171,24.3,2.1,1108,20.2,2.2,995,15.1,2.4,1029,17.3,1.8
"지역별","강원",여학생,1676,21.4,2.1,1362,21.9,2.3,1251,23.9,4.7,1272,14.1,3.1,1206,8.9,1.7,1183,12.5,1.6,997,13.5,1.5,1000,13.4,2.2,1091,14.8,2.8,948,12.5,1.6,1059,12.7,1.8,969,12.5,1.0
"지역별","충북",전체,3500,23.8,1.4,2973,24.2,1.5,2753,22.1,2.1,2725,16.2,1.2,2736,18.6,1.5,2517,19.6,1.7,2453,17.1,1.5,2369,17.6,1.7,2367,19.3,1.2,2217,17.7,1.0,2104,12.4,1.1,2113,16.5,1.5
"지역별","충북",남학생,1861,26.8,2.2,1396,27.6,2.3,1493,24.8,4.4,1373,18.5,2.1,1298,24.5,2.1,1229,22.4,2.2,1196,19.9,2.1,1149,21.4,2.6,1207,20.4,1.5,1153,20.6,1.5,995,14.9,1.8,1059,19.5,2.2
"지역별","충북",여학생,1639,20.5,1.7,1577,20.3,1.7,1260,19.0,2.9,1352,13.6,1.4,1438,12.1,1.2,1288,16.6,2.4,1257,14.0,1.4,1220,13.4,1.4,1160,18.2,2.0,1064,14.5,1.7,1109,9.8,1.1,1054,13.2,1.4
"지역별","충남",전체,3869,23.4,1.9,3457,23.1,1.4,3264,22.1,1.6,3112,18.9,2.2,3216,20.8,1.4,3095,19.4,1.6,2990,17.7,1.7,2745,19.6,1.7,2619,16.3,1.3,2572,17.3,1.1,2335,12.4,1.2,2381,12.7,1.2
"지역별","충남",남학생,1975,28.6,3.1,1792,26.8,2.4,1680,26.6,2.2,1623,25.5,3.0,1648,25.8,1.9,1798,23.0,2.6,1653,20.2,2.7,1453,21.7,2.3,1370,18.1,2.0,1300,19.8,1.7,1212,13.9,2.2,1179,15.5,1.9
"지역별","충남",여학생,1894,17.5,1.6,1665,19.0,2.0,1584,17.1,2.1,1489,11.7,1.4,1568,15.2,1.5,1297,15.4,1.8,1337,14.9,2.4,1292,17.2,2.4,1249,14.3,1.7,1272,14.7,1.7,1123,10.7,0.9,1202,9.8,0.8
"지역별","전북",전체,3778,21.0,1.4,3382,20.6,1.4,3133,19.1,1.8,3183,16.8,1.8,3012,17.9,1.3,2931,18.5,1.7,3060,16.1,1.2,2611,16.8,1.4,2485,17.0,1.5,2450,16.6,1.3,2351,12.0,1.3,2445,11.0,1.1
"지역별","전북",남학생,2005,23.6,1.6,1638,25.6,2.4,1470,24.7,3.0,1664,19.5,2.4,1550,20.7,1.9,1584,20.1,2.2,1746,18.7,1.9,1458,20.8,1.8,1310,17.6,2.3,1220,18.4,1.4,1229,15.4,1.6,1338,11.7,1.4
"지역별","전북",여학생,1773,18.2,2.5,1744,15.2,1.6,1663,13.0,1.8,1519,14.0,2.0,1462,15.0,1.9,1347,16.8,2.9,1314,13.4,1.5,1153,12.5,1.6,1175,16.3,2.2,1230,14.7,2.2,1122,8.3,1.2,1107,10.3,1.3
"지역별","전남",전체,3381,21.7,2.3,3434,18.4,1.1,2906,20.6,2.0,2871,16.4,1.5,3111,19.4,1.3,2925,14.4,1.3,2820,15.8,1.7,2583,15.2,1.5,2455,17.5,1.5,2549,13.3,1.1,2278,12.3,1.2,2197,11.5,1.1
"지역별","전남",남학생,1752,25.9,2.7,1623,21.4,1.7,1436,22.6,2.7,1459,18.3,2.2,1608,23.1,1.7,1542,18.8,1.9,1427,17.8,2.1,1220,18.1,2.5,1177,21.8,2.0,1359,15.0,1.6,1034,12.9,1.4,1097,13.2,1.8
"지역별","전남",여학생,1629,17.0,1.7,1811,15.3,1.4,1470,18.4,3.3,1412,14.3,2.5,1503,15.4,1.8,1383,9.7,1.3,1393,13.6,2.6,1363,12.0,1.4,1278,12.9,1.5,1190,11.4,1.2,1244,11.6,1.6,1100,9.7,1.0
"지역별","경북",전체,4515,20.0,1.0,4028,22.0,1.6,3755,18.1,1.9,3924,18.6,1.3,3765,16.3,1.4,3557,17.3,1.5,3335,17.0,1.4,3112,18.0,1.1,3064,18.4,1.4,3006,16.4,0.8,2905,14.6,1.2,2889,11.2,1.1
"지역별","경북",남학생,2136,21.5,1.2,2010,25.3,2.8,2034,21.9,2.5,2096,21.2,1.9,1994,19.5,1.8,1871,22.0,2.2,1689,20.9,2.1,1672,19.0,1.2,1537,20.7,2.2,1480,16.8,1.2,1509,17.4,2.2,1451,13.0,1.7
"지역별","경북",여학생,2379,18.3,1.5,2018,18.1,1.8,1721,13.7,2.1,1828,15.7,1.6,1771,12.7,1.5,1686,11.9,1.5,1646,12.5,1.9,1440,16.7,2.5,1527,15.8,1.9,1526,16.0,1.2,1396,11.5,1.2,1438,9.1,1.0
"지역별","경남",전체,4810,22.5,1.2,4733,20.6,1.8,4920,20.3,1.0,4744,16.6,1.0,4737,17.6,1.3,4581,17.5,1.3,4132,16.9,1.2,4067,17.2,1.1,3884,18.6,1.2,3475,16.3,1.3,3668,11.8,0.8,3642,11.8,1.1
"지역별","경남",남학생,2318,23.8,2.2,2419,24.8,2.8,2570,24.7,2.0,2351,19.9,1.4,2414,21.3,2.0,2451,20.6,1.8,2167,19.6,1.6,2212,19.4,1.6,1982,20.3,1.9,1865,18.7,2.0,1837,13.7,1.4,2051,12.4,1.1
"지역별","경남",여학생,2492,21.1,1.4,2314,15.7,1.6,2350,15.4,1.8,2393,12.9,1.2,2323,13.4,1.3,2130,14.0,2.2,1965,13.9,2.0,1855,14.8,2.0,1902,16.6,1.8,1610,13.6,1.9,1831,9.7,1.3,1591,11.0,1.6
"지역별","제주",전체,2329,17.7,1.1,1795,19.1,1.8,1743,18.7,2.6,1560,14.4,1.6,1664,14.7,2.1,1597,12.7,1.9,1478,9.5,2.0,1476,12.7,1.2,1452,13.1,1.2,1283,11.8,1.4,1396,9.3,0.9,1375,9.3,1.0
"지역별","제주",남학생,1281,20.0,1.8,905,20.5,2.9,980,24.1,3.3,868,15.9,1.6,1015,18.2,2.1,864,16.4,2.5,816,12.4,1.6,746,15.9,1.6,896,14.9,2.0,697,12.4,1.9,692,9.4,1.2,828,10.6,1.2
"지역별","제주",여학생,1048,15.2,1.4,890,17.6,2.7,763,12.9,4.5,692,12.7,1.7,649,10.9,2.0,733,8.6,2.2,662,6.4,2.5,730,9.2,1.3,556,11.1,1.7,586,11.0,1.8,704,9.3,1.4,547,7.8,1.3
